index,stars
143,3.728993999
144,3.862909035
145,3.233568419
146,3.881346253
147,4.218389276
148,3.779885224
149,4.730572772
150,3.437207902
151,3.233045538
152,3.351757822
153,4.219527066
154,3.801180396
155,4.27764546
156,4.746967673
157,4.207575792
158,4.283428321
159,4.041266404
160,4.088296153
161,3.154063482
162,3.426068385
163,3.402366843
164,4.546549311
165,3.823570456
166,3.523449853
167,4.0309881
168,4.106612465
169,3.764724715
170,4.704749585
171,3.826128252
172,4.936189428
173,3.441896047
174,3.448176012
175,4.098335145
176,3.708952441
177,3.836158618
178,3.59630015
179,2.996836512
180,3.922655375
181,3.369971482
182,4.656898651
183,3.649579568
184,4.465186159
185,4.274431854
186,4.894500709
187,4.593844058
188,2.493051254
189,4.838170398
190,2.824021974
191,4.977012886
192,3.965255639
193,4.296371121
194,3.098211498
195,3.799828497
196,4.015309692
197,2.947991935
198,4.31068091
199,3.655462809
200,2.823209182
201,3.747075719
202,3.976315125
203,4.762592219
204,4.936961826
205,4.856022795
206,4.203701386
207,4.101281947
208,3.998767727
209,4.27115536
210,3.806055776
211,4.119654306
212,3.30521935
213,4.034607745
214,3.787952314
215,2.926595414
216,3.971835613
217,3.243761496
218,4.153309579
219,4.926464758
220,3.818099402
221,3.443948148
222,3.826886434
223,3.48916784
224,2.909446562
225,3.935672995
226,4.746967673
227,4.237699444
228,3.474129053
229,4.959385118
230,2.749106002
231,3.981735257
232,4.271930735
233,4.757391263
234,4.839661659
235,3.287031167
236,2.825182666
237,2.591250499
238,4.088150423
239,4.038850897
240,3.163073907
241,3.472172618
242,4.260844116
243,3.871985706
244,3.703883747
245,4.915965545
246,4.504404636
247,3.089125238
248,4.164157885
249,3.481496503
250,4.180314352
251,3.267182855
252,4.728464282
253,3.703386583
254,1.804729404
255,4.142398146
256,4.888114871
257,3.380455112
258,4.735459322
259,3.75029328
260,3.80568163
261,4.359981224
262,3.538957226
263,3.576899026
264,3.936780447
265,2.906529625
266,4.436473489
267,3.364778389
268,3.712768312
269,4.626253772
270,3.183122204
271,4.329322934
272,3.682897653
273,3.861359466
274,4.363344752
275,4.945661848
276,3.416693842
277,4.809430906
278,4.77391848
279,3.78628704
280,3.630954837
281,3.530721118
282,4.019813995
283,4.367594651
284,4.717392397
285,3.465750892
286,3.828129053
287,3.226525334
288,3.440548461
289,3.705417262
290,3.532148044
291,1.657682203
292,4.251547906
293,4.117018247
294,3.049291106
295,3.162219658
296,3.168730491
297,3.799294728
298,3.975499976
299,4.798740894
300,3.935586861
301,4.641560204
302,3.976283493
303,3.205857496
304,4.328488539
305,3.806055776
306,4.488986263
307,4.507993509
308,3.737877408
309,4.672829775
310,3.801180396
311,3.578039496
312,3.663363707
313,3.737595149
314,3.457878235
315,3.8118885
316,4.842794433
317,4.066595573
318,2.714757329
319,3.864732212
320,3.748026134
321,3.663363707
322,4.656093594
323,4.724783932
324,3.658897201
325,4.09221541
326,4.595518371
327,3.848137461
328,3.744530403
329,3.70447792
330,4.889848486
331,2.31533959
332,4.334959116
333,3.779788872
334,4.320863491
335,2.874931853
336,2.920795363
337,4.112862056
338,4.285289637
339,4.05174653
340,4.493322897
341,3.106659371
342,3.934643702
343,3.642971435
344,3.48916784
345,4.584301567
346,3.251841609
347,3.389634371
348,3.502750406
349,3.21781641
350,4.400214321
351,3.348474111
352,3.147735881
353,4.283046888
354,1.694986722
355,3.799096589
356,4.539048974
357,4.93172337
358,2.844984114
359,3.75458275
360,2.944533129
361,4.113108986
362,4.135027624
363,4.152356213
364,4.977012886
365,4.93648111
366,4.448820627
367,2.774101824
368,2.771912408
369,4.058134505
370,3.371505944
371,3.09932784
372,3.972803614
373,3.399488727
374,4.934252267
375,3.272548985
376,3.929930202
377,4.793414847
378,4.587113969
379,3.63595033
380,3.694453031
381,3.811659503
382,4.294335314
383,3.995758744
384,3.841835812
385,4.072329723
386,2.962377801
387,3.52959397
388,4.318572249
389,4.227991578
390,3.926289629
391,4.015559422
392,3.777244311
393,4.431234771
394,4.679930918
395,4.926555087
396,3.856156168
397,3.732727895
398,4.000563858
399,3.022256435
400,3.591382278
401,2.795188509
402,3.979373805
403,2.853275068
404,3.665640002
405,3.655462809
406,3.621984299
407,3.992562351
408,3.631626975
409,4.366411864
410,3.810486814
411,1.809841205
412,4.466518361
413,3.338705712
414,4.326562916
415,4.040865272
416,3.578039496
417,4.723274329
418,4.595243064
419,2.952665871
420,4.520804026
421,4.642129864
422,1.458610587
423,3.556278152
424,3.952872395
425,4.198703757
426,4.436891057
427,1.484416598
428,4.528030298
429,4.203701386
430,2.654036521
431,3.490273106
432,3.843947951
433,4.30250407
434,2.907978904
435,3.711574319
436,2.160752007
437,4.230450095
438,3.140349541
439,4.07235533
440,4.47534601
441,2.712560075
442,2.281555902
443,4.567644905
444,4.148000275
445,4.294471137
446,3.688292219
447,4.563753232
448,4.465318445
449,3.008814675
450,3.53873171
451,2.463487813
452,4.187431492
453,3.231628125
454,3.915510603
455,4.051388125
456,4.775229999
457,4.520804026
458,3.014776752
459,2.637517034
460,4.511690683
461,4.133563126
462,4.551991315
463,4.118379883
464,3.546332969
465,3.829367094
466,4.751998054
467,2.676135376
468,4.902559761
469,4.216818754
470,2.966200342
471,3.097961865
472,3.181239135
473,3.893566008
474,4.249927369
475,4.284800491
476,4.098500054
477,3.073907119
478,4.127922315
479,4.149120123
480,2.284645631
481,1.776720532
482,3.801180396
483,4.554170153
484,3.975174467
485,4.451713779
486,1.609688016
487,3.768607949
488,4.762080606
489,4.586331752
490,4.467424337
491,4.190062279
492,3.71401756
493,4.547731409
494,4.351701772
495,3.925687592
496,4.180335349
497,4.52586069
498,4.225448953
499,4.800825966
500,3.496389699
501,3.972803614
502,3.678908416
503,4.247857493
504,3.752343429
505,4.945526151
506,4.831915433
507,3.59260927
508,3.891331697
509,4.959385118
510,3.665101928
511,4.829421141
512,3.738493993
513,3.753238078
514,3.203488644
515,3.248750653
516,1.787717852
517,4.236997121
518,2.867192263
519,4.820177636
520,4.840806671
521,3.145422277
522,3.905210425
523,3.546179776
524,2.704135956
525,3.523381605
526,4.486471711
527,3.354818449
528,4.562441052
529,4.36442088
530,3.289663796
531,3.895091987
532,4.27764546
533,4.661852015
534,4.276512207
535,4.207458232
536,3.253414213
537,2.883178618
538,4.721325411
539,4.646344092
540,2.028864289
541,3.840397492
542,2.999801409
543,2.027306058
544,3.65260164
545,4.740551567
546,4.606267538
547,4.937991749
548,4.002933315
549,3.406083868
550,4.424147098
551,4.639731233
552,3.850428716
553,3.806055776
554,3.294295322
555,3.931075005
556,3.659163673
557,4.180335349
558,3.85750246
559,4.85438361
560,4.290275778
561,4.09221541
562,4.945661848
563,4.01607798
564,4.490098617
565,4.624428812
566,4.493322897
567,3.995258228
568,4.626253772
569,4.304497642
570,3.521309573
571,1.535449949
572,2.800537655
573,3.021428086
574,3.751888493
575,2.266880431
576,2.93591838
577,4.144641602
578,1.711636524
579,4.554573841
580,3.943411064
581,4.680022255
582,3.501740502
583,3.555380503
584,2.367139517
585,4.202921427
586,4.154772456
587,4.472090519
588,3.966877214
589,3.949287239
590,4.173735688
591,2.554545923
592,4.854665649
593,3.251895854
594,3.865175508
595,3.774436026
596,4.235569847
597,3.011765696
598,3.483524519
599,4.027844627
600,3.622687961
601,1.673376712
602,4.068194033
603,3.811648239
604,4.453315256
605,4.231661195
606,2.365724718
607,3.426425641
608,4.243011776
609,3.277249839
610,2.04879326
611,3.198899856
612,4.571697081
613,3.965255639
614,2.826275649
615,4.498755533
616,4.196624858
617,4.665950243
618,4.045364933
619,3.856320234
620,3.584901393
621,4.270820874
622,4.884536226
623,3.468132294
624,2.825182666
625,4.857085338
626,2.950792642
627,3.583904457
628,3.70447792
629,4.145128161
630,4.052832787
631,1.562622717
632,3.931483426
633,3.244968718
634,3.8118885
635,4.785478743
636,4.913401704
637,2.996940847
638,3.416693842
639,3.50308746
640,3.603104105
641,2.648573595
642,3.099255064
643,4.935620513
644,4.903425884
645,3.555989818
646,3.064679189
647,3.887759832
648,2.310516785
649,2.629970067
650,2.532630795
651,4.202827078
652,4.837483033
653,3.893504177
654,3.864334577
655,3.68526746
656,3.832733701
657,4.556711026
658,3.530174217
659,3.696092843
660,4.673441201
661,4.212405386
662,4.054956704
663,3.590907015
664,2.106830703
665,4.730526866
666,3.767971882
667,4.940483305
668,3.698130157
669,3.465774996
670,3.678908416
671,3.366053055
672,4.857022132
673,3.946837624
674,4.255746243
675,3.956056613
676,4.07235533
677,3.65260164
678,4.554609866
679,3.759942155
680,4.149120123
681,3.560364675
682,3.560097725
683,4.407003573
684,4.61323587
685,2.601796708
686,4.550778096
687,4.274431854
688,4.673247278
689,3.471574333
690,3.847441055
691,4.145257816
692,3.753982914
693,4.108363666
694,2.977161416
695,4.1239558
696,4.517664235
697,2.920170921
698,4.022532907
699,4.119564218
700,3.613746118
701,3.986211601
702,4.471769282
703,4.30115489
704,3.971835613
705,4.313815777
706,3.51236337
707,3.478723566
708,4.31465875
709,4.611750836
710,3.673175402
711,4.176863196
712,4.574223083
713,4.144730871
714,3.132596254
715,2.765879833
716,4.103716066
717,3.710438914
718,3.561455181
719,4.891897424
720,4.283046888
721,4.42967599
722,3.900979285
723,3.725757421
724,4.16096607
725,4.123654889
726,4.977012886
727,3.664863763
728,3.966313536
729,3.204916369
730,4.936961826
731,2.398728922
732,2.980710925
733,3.893557897
734,4.249832007
735,3.847695336
736,4.708177476
737,4.153993685
738,3.627680433
739,4.100994839
740,4.289117266
741,3.597894758
742,4.133563126
743,3.264377639
744,1.874024817
745,3.481850643
746,4.376307331
747,4.723267012
748,4.100117486
749,3.881346253
750,3.733009346
751,4.066595573
752,4.544006305
753,4.129831023
754,4.239019258
755,3.753238078
756,4.396697467
757,4.533284091
758,4.704315712
759,3.786487687
760,4.912948408
761,3.563148032
762,3.773696421
763,3.821093279
764,3.812228071
765,3.460912404
766,2.816938006
767,4.212405386
768,3.799096589
769,2.597975499
770,4.830052116
771,3.503818556
772,3.787325283
773,4.141372942
774,1.66541426
775,4.11255228
776,4.655287397
777,4.579781085
778,3.481401552
779,4.183511896
780,4.280857125
781,3.731590727
782,3.787325283
783,4.016867491
784,4.700718141
785,4.287366832
786,2.156246011
787,2.796917033
788,4.595243064
789,3.875488301
790,4.713635764
791,3.70184148
792,4.420740849
793,3.673175402
794,3.883433103
795,3.805408691
796,4.058437265
797,2.727540578
798,3.763093132
799,4.697601288
800,4.776575058
801,3.548931926
802,1.464381279
803,4.219527066
804,4.10680255
805,3.469813835
806,3.14936229
807,3.389881715
808,3.964257133
809,3.338787968
810,4.022583017
811,4.052934435
812,3.385486911
813,4.413789551
814,4.017904592
815,3.802631664
816,4.213896237
817,4.01689662
818,4.030339933
819,4.848971915
820,4.760549209
821,4.136416371
822,4.098335145
823,3.057374081
824,4.87159352
825,3.023521882
826,3.740985252
827,3.599137419
828,4.720572906
829,4.680562449
830,3.650381402
831,4.058134505
832,4.351181097
833,1.698777335
834,1.698777335
835,3.968452639
836,3.801453695
837,3.618623884
838,4.841461261
839,4.959385118
840,3.150943268
841,4.101626877
842,3.529406384
843,4.33115392
844,3.70136902
845,4.729824066
846,4.297065556
847,4.374371071
848,4.287883335
849,4.314267449
850,3.702752099
851,3.772030497
852,4.316475364
853,4.676024322
854,3.695303702
855,4.570239181
856,3.729253534
857,4.297503684
858,4.376391384
859,3.187804726
860,3.893557897
861,3.737877408
862,3.022061292
863,4.145128161
864,4.490671478
865,3.557132169
866,4.40495257
867,3.592648816
868,3.734943302
869,3.619940725
870,3.397845842
871,3.869383468
872,3.799096589
873,4.062689291
874,3.593028989
875,4.457779602
876,2.683150732
877,2.128964983
878,3.29143123
879,2.983390231
880,3.986211045
881,1.460225602
882,4.684981675
883,4.722476553
884,3.168730491
885,4.035108272
886,3.860653213
887,4.953723302
888,2.71719351
889,3.867667299
890,3.772511605
891,3.483491811
892,3.461592885
893,3.34200603
894,4.898249767
895,4.020343149
896,4.858354931
897,3.352950553
898,4.68537833
899,4.661959331
900,3.42179871
901,4.475652673
902,2.497638061
903,4.413464216
904,2.586705205
905,3.779072373
906,3.439371267
907,4.071332742
908,4.507175284
909,3.829367094
910,3.964257133
911,4.678229199
912,4.690464196
913,3.779294612
914,4.465965805
915,3.176287184
916,4.953723302
917,4.436473489
918,3.619327819
919,4.482858702
920,4.078248513
921,3.363363848
922,4.198040736
923,4.461756921
924,4.384353941
925,4.115306504
926,4.830189745
927,3.603915187
928,3.880656626
929,3.546332969
930,3.740998364
931,2.659573925
932,4.691544897
933,3.85750246
934,3.802299919
935,3.225689175
936,3.099255064
937,3.311740448
938,4.102516184
939,3.69409727
940,2.924594496
941,4.048935745
942,3.731276645
943,3.893557897
944,3.664863763
945,4.668509844
946,3.412387402
947,4.290275778
948,4.059412113
949,3.90758586
950,4.300787192
951,3.309449153
952,3.621279885
953,4.473945219
954,3.886458125
955,4.309452897
956,3.847468356
957,3.283855896
958,4.117165481
959,4.239019258
960,4.838861835
961,2.867994427
962,4.654220803
963,2.648573595
964,4.274431854
965,3.853741944
966,3.638840824
967,4.108962833
968,4.019608381
969,2.662488685
970,3.4717613
971,4.544036973
972,3.766400379
973,3.729285947
974,4.115329934
975,4.662886474
976,4.686657645
977,3.251641981
978,4.190574795
979,4.054795103
980,2.718104455
981,4.348252981
982,4.485582959
983,1.61928522
984,4.17460737
985,4.01330708
986,3.703256595
987,3.925687592
988,3.408973654
989,4.290275778
990,3.854923664
991,3.068468982
992,3.670624825
993,2.065171416
994,4.426408677
995,4.49308329
996,3.631220028
997,4.283500661
998,4.133334237
999,3.951327405
1000,3.621984299
1001,4.02155378
1002,3.254306987
1003,4.148000275
1004,4.077024955
1005,3.799096589
1006,4.269958443
1007,3.732727895
1008,3.71401756
1009,3.852480174
1010,3.904901103
1011,3.578143083
1012,3.538027385
1013,2.825182666
1014,3.830161699
1015,4.815631656
1016,4.052891038
1017,4.328341151
1018,2.273958271
1019,3.228122165
1020,4.0171531
1021,1.813745322
1022,4.194018445
1023,3.793778474
1024,4.223616171
1025,4.086349949
1026,3.864732212
1027,3.534200736
1028,3.394955329
1029,4.160924383
1030,3.522745854
1031,2.488718269
1032,4.646009066
1033,3.619327819
1034,4.356601554
1035,1.953599916
1036,4.729916513
1037,2.815552164
1038,3.786586616
1039,2.825182666
1040,3.319349601
1041,3.886287758
1042,2.215774595
1043,4.065719248
1044,3.57022127
1045,4.835852184
1046,3.056106122
1047,3.067576848
1048,3.969840852
1049,4.661959331
1050,4.592730374
1051,1.50228081
1052,3.351439479
1053,3.076381048
1054,1.473757007
1055,4.424730375
1056,4.120923147
1057,4.865770788
1058,3.982880485
1059,3.787325283
1060,4.187475278
1061,4.911195808
1062,4.517939714
1063,4.465026155
1064,3.355445393
1065,3.687754574
1066,3.460045009
1067,4.202827078
1068,3.893557897
1069,4.329322934
1070,4.894318002
1071,4.228371029
1072,3.828868202
1073,3.765954369
1074,4.913893102
1075,3.740998364
1076,4.022636271
1077,3.647426893
1078,4.368183088
1079,4.159173934
1080,2.369150192
1081,3.138523205
1082,3.920841744
1083,4.789616878
1084,4.630003961
1085,4.178553333
1086,1.920750661
1087,4.274431854
1088,4.535694235
1089,3.454069271
1090,3.946126903
1091,4.396614154
1092,3.59630015
1093,3.481850643
1094,3.179458521
1095,3.553907523
1096,4.490657042
1097,4.646344092
1098,4.801124947
1099,4.172788065
1100,4.960227077
1101,3.858872379
1102,3.8118885
1103,2.82204056
1104,3.786487687
1105,3.299546456
1106,4.835082113
1107,4.887542863
1108,4.434976897
1109,4.07550968
1110,3.695538263
1111,4.716022802
1112,3.802360758
1113,4.818824387
1114,2.161616602
1115,4.875999409
1116,4.02108077
1117,2.672821115
1118,4.773529703
1119,3.719871369
1120,4.284800491
1121,4.208367587
1122,4.635924982
1123,3.847441055
1124,3.108320565
1125,4.746967673
1126,3.911597902
1127,4.045364933
1128,4.063970187
1129,3.020372915
1130,4.265688386
1131,4.045119799
1132,4.273731136
1133,3.667818065
1134,3.893557897
1135,2.611998122
1136,3.034116413
1137,3.136113403
1138,3.263994802
1139,3.561455181
1140,4.764327702
1141,4.387194158
1142,3.494226737
1143,2.912551992
1144,3.418855821
1145,4.675268139
1146,3.184479025
1147,4.047415142
1148,3.635257224
1149,2.733480714
1150,3.049291106
1151,2.952769637
1152,3.434974637
1153,3.588655537
1154,3.254306987
1155,4.044452743
1156,3.815126558
1157,4.830189745
1158,3.899938219
1159,3.955514989
1160,3.799294728
1161,3.705436807
1162,4.568018443
1163,3.478547099
1164,4.558177549
1165,3.70983407
1166,3.093524549
1167,3.609332336
1168,4.912767697
1169,3.830315613
1170,3.816504515
1171,3.221591509
1172,4.772730498
1173,3.84640921
1174,3.08541943
1175,4.380541939
1176,4.063881697
1177,3.78237183
1178,4.237392996
1179,3.893557897
1180,4.359981224
1181,4.093850421
1182,2.901193074
1183,3.61658823
1184,3.222428564
1185,4.040695045
1186,3.591586007
1187,2.929104629
1188,3.609959211
1189,3.483491811
1190,3.403670866
1191,4.002933315
1192,3.780915835
1193,2.866153591
1194,3.361191069
1195,3.209967626
1196,3.752631681
1197,3.90231864
1198,4.642846716
1199,3.178088842
1200,1.809052106
1201,3.123316094
1202,3.394681781
1203,4.607534047
1204,3.820168763
1205,3.649579568
1206,3.468132294
1207,3.715010842
1208,3.561476726
1209,2.946817209
1210,4.622204079
1211,4.067595563
1212,4.672999747
1213,3.512193717
1214,3.972829392
1215,4.440534556
1216,4.242367711
1217,4.213896237
1218,3.785694481
1219,2.334691909
1220,3.266317424
1221,3.129099033
1222,3.043280264
1223,3.818037247
1224,3.78564827
1225,4.265688386
1226,3.657095317
1227,3.841951766
1228,4.11396662
1229,3.788524891
1230,2.989904724
1231,3.667818065
1232,3.806055776
1233,4.067884857
1234,3.607123076
1235,4.103716066
1236,3.688292219
1237,3.563148032
1238,4.515737682
1239,3.75458275
1240,3.242989637
1241,4.006262046
1242,4.02108077
1243,4.898249767
1244,3.605339298
1245,3.838291666
1246,4.057674477
1247,3.837905026
1248,1.897662501
1249,4.930287267
1250,3.019112497
1251,3.515993348
1252,3.6624619
1253,4.856835498
1254,3.185099674
1255,4.887542863
1256,2.237566169
1257,4.161771316
1258,4.126272918
1259,4.257181797
1260,3.496162684
1261,4.164857098
1262,3.385024208
1263,3.553792646
1264,3.531105329
1265,4.763887743
1266,3.557132169
1267,3.895128367
1268,3.78564827
1269,3.13601769
1270,3.738284029
1271,2.248398429
1272,3.739891444
1273,3.703256595
1274,3.841975082
1275,3.454069271
1276,3.53873171
1277,4.887099427
1278,4.712536601
1279,3.212617966
1280,4.054408938
1281,4.782024252
1282,3.328201203
1283,4.086989821
1284,3.386593818
1285,4.191167425
1286,4.225231432
1287,3.373547429
1288,3.686748696
1289,4.229957459
1290,2.501023668
1291,4.079891368
1292,4.117165481
1293,4.366806321
1294,3.7508176
1295,2.662488685
1296,3.272060689
1297,4.416465199
1298,4.26934153
1299,3.479898816
1300,3.217799557
1301,3.998767727
1302,4.537869182
1303,4.26934153
1304,3.266317424
1305,4.619999735
1306,3.861716115
1307,3.478751431
1308,3.211793651
1309,3.532454534
1310,4.239019258
1311,4.830209754
1312,4.672999747
1313,2.07544926
1314,4.340395252
1315,4.81827494
1316,3.473193894
1317,3.874716918
1318,3.823942385
1319,3.546332969
1320,3.03358361
1321,4.861804797
1322,4.167503825
1323,4.106105715
1324,3.799828497
1325,3.750500868
1326,3.093524549
1327,4.363344752
1328,4.413843688
1329,3.257304671
1330,4.100994839
1331,4.1045452
1332,3.986862753
1333,3.705417262
1334,4.135027624
1335,3.811855463
1336,3.716243261
1337,3.696092843
1338,4.471577766
1339,2.50227687
1340,4.528030298
1341,4.278641652
1342,4.228926881
1343,4.809104737
1344,4.977012886
1345,3.589369133
1346,2.87938606
1347,4.09221541
1348,4.330782637
1349,4.309452897
1350,4.117165481
1351,3.587948323
1352,3.687437345
1353,3.864643565
1354,3.633248996
1355,3.440643988
1356,4.460445356
1357,4.081408441
1358,3.412753234
1359,3.83814755
1360,3.605145334
1361,3.965255639
1362,3.959858345
1363,4.09327398
1364,4.330761031
1365,3.858150219
1366,4.269958443
1367,3.161058848
1368,4.456032678
1369,2.2181413
1370,4.067419174
1371,4.478557421
1372,1.746595147
1373,4.913401704
1374,3.153599231
1375,3.289571678
1376,3.643243417
1377,4.532494453
1378,4.034607745
1379,4.190574795
1380,3.545882988
1381,4.513539024
1382,4.647314392
1383,4.250833785
1384,3.747825703
1385,3.672641837
1386,3.734811087
1387,4.056854824
1388,4.640638226
1389,2.584101989
1390,4.639640086
1391,3.516785029
1392,3.675221427
1393,3.361067553
1394,4.512353339
1395,3.463608748
1396,4.225231432
1397,3.168678982
1398,3.493010461
1399,3.720101804
1400,4.959385118
1401,4.440113322
1402,3.481496503
1403,3.412815933
1404,3.825912329
1405,4.292076005
1406,3.821461557
1407,3.446347267
1408,3.677585865
1409,4.515338734
1410,4.736225299
1411,4.308252517
1412,3.089547224
1413,3.411546961
1414,4.548382859
1415,4.173770632
1416,4.174829335
1417,4.608785139
1418,3.703433024
1419,4.136333047
1420,3.919971268
1421,4.614475028
1422,3.836138079
1423,1.648734632
1424,4.592942531
1425,3.485896857
1426,4.750758537
1427,1.565710849
1428,3.633436981
1429,4.132247479
1430,4.351181097
1431,3.816057476
1432,4.798740894
1433,1.537567381
1434,4.394359639
1435,3.317615592
1436,4.371628727
1437,3.685826844
1438,2.497638061
1439,4.290838378
1440,4.26823957
1441,4.5782654
1442,4.153478302
1443,2.936389974
1444,3.763179792
1445,3.641267792
1446,3.561476726
1447,3.931982683
1448,3.779072373
1449,3.607775865
1450,3.720331915
1451,2.928611299
1452,3.578039496
1453,2.796142526
1454,4.270021483
1455,3.548858245
1456,4.100994839
1457,3.68022738
1458,4.252540712
1459,1.507351398
1460,4.648497016
1461,4.274431854
1462,3.853393294
1463,4.959385118
1464,3.932813981
1465,4.913401704
1466,4.834994792
1467,2.58478123
1468,4.30902931
1469,4.942477457
1470,2.920398345
1471,3.842057689
1472,4.751882255
1473,3.469813835
1474,4.104329249
1475,4.015309692
1476,3.341169507
1477,4.090143106
1478,4.563746652
1479,3.758287371
1480,4.516704443
1481,4.586730212
1482,4.866966876
1483,4.758889831
1484,3.292717124
1485,4.353157521
1486,4.631120317
1487,3.536763437
1488,4.687167853
1489,4.345275294
1490,3.392568302
1491,2.839587489
1492,3.24761976
1493,4.198040736
1494,3.925687592
1495,2.881124642
1496,2.981523846
1497,3.465750892
1498,4.098812293
1499,4.540284771
1500,4.383129551
1501,4.853168884
1502,3.509910403
1503,4.206044891
1504,4.609771989
1505,3.992928053
1506,4.121720556
1507,3.555630695
1508,4.183425076
1509,4.191033464
1510,4.547474376
1511,3.58302314
1512,3.799416316
1513,4.089083998
1514,3.966877214
1515,4.913681792
1516,3.63709303
1517,4.03814726
1518,4.167503825
1519,3.405575896
1520,4.030339933
1521,4.859493351
1522,3.68022738
1523,4.903425884
1524,2.899023682
1525,2.311366109
1526,2.884089532
1527,3.270952736
1528,3.824128202
1529,3.500919558
1530,2.680265917
1531,4.065156373
1532,2.983606447
1533,4.025858489
1534,3.786778201
1535,4.730526866
1536,3.771539007
1537,4.408478201
1538,4.690317701
1539,2.76644595
1540,3.078912827
1541,3.728811119
1542,3.01856936
1543,2.795122424
1544,4.25440733
1545,3.779788872
1546,2.609283593
1547,4.604319592
1548,3.745549713
1549,4.142448913
1550,4.737870287
1551,3.734418521
1552,4.127700229
1553,4.021798991
1554,4.095569709
1555,3.893557897
1556,4.352226881
1557,3.064679189
1558,3.168678982
1559,3.740985252
1560,4.628749654
1561,3.728993999
1562,3.081656404
1563,3.899981982
1564,4.045364933
1565,3.011658807
1566,4.568781235
1567,3.644880389
1568,3.76126989
1569,3.478723566
1570,4.196624858
1571,3.004168627
1572,3.574508456
1573,4.903974808
1574,4.341952979
1575,4.702096361
1576,2.730351409
1577,2.898710258
1578,3.853162549
1579,3.584901393
1580,3.773227973
1581,3.652037368
1582,4.252589134
1583,3.237749074
1584,3.523449853
1585,2.548848744
1586,3.736342366
1587,4.959385118
1588,3.340168608
1589,4.977012886
1590,4.533524875
1591,4.108354964
1592,3.802632926
1593,3.367729598
1594,4.82438788
1595,3.243837861
1596,3.928026509
1597,4.554573841
1598,4.09327398
1599,3.96857094
1600,3.704117925
1601,2.221835659
1602,3.864334577
1603,3.893504177
1604,3.359726783
1605,4.471041902
1606,3.716912628
1607,2.460799816
1608,3.813728411
1609,3.674811867
1610,2.571217988
1611,3.952439388
1612,3.702400058
1613,3.775584628
1614,4.224513642
1615,3.72422389
1616,3.583934976
1617,3.211209065
1618,4.612617546
1619,4.011679779
1620,4.619205285
1621,3.81966953
1622,1.733400061
1623,4.214832032
1624,3.972829392
1625,4.93230873
1626,3.568975761
1627,3.86364275
1628,4.807165688
1629,4.799011532
1630,3.946577014
1631,4.849221438
1632,3.3705245
1633,2.362496932
1634,3.853728004
1635,4.770718952
1636,3.932505649
1637,4.959385118
1638,4.203701386
1639,4.231240362
1640,3.818403828
1641,3.510506346
1642,4.898249767
1643,3.895091987
1644,3.880510846
1645,3.188073979
1646,4.565526463
1647,3.725867156
1648,4.247890886
1649,3.436792879
1650,3.890712943
1651,4.1045452
1652,3.540769478
1653,4.389166128
1654,4.101542271
1655,4.312772772
1656,4.035108272
1657,3.082595326
1658,2.284645631
1659,3.635788007
1660,4.066685123
1661,2.668813481
1662,3.191853106
1663,4.779226289
1664,3.436599118
